geo,iso3,country,year,suicide_sdr,gdp_real_pc,unemp,share65,medage,pop,status,adoption_year,gvar
SI,SVN,Slovenia,1995,31.1,11440,7.15,12.1,36.0,1989872,never_treated,NA,0
SI,SVN,Slovenia,1996,33.7,11760,6.879,12.5,36.1,1988628,never_treated,NA,0
SI,SVN,Slovenia,1997,32.2,12390,6.648,12.9,36.5,1985956,never_treated,NA,0
SI,SVN,Slovenia,1998,33.0,12800,7.39,13.2,36.9,1981629,never_treated,NA,0
SI,SVN,Slovenia,1999,32.0,13460,7.324,13.6,37.4,1983045,never_treated,NA,0
SI,SVN,Slovenia,2000,32.0,13890,6.918,13.9,37.8,1988925,never_treated,NA,0
SI,SVN,Slovenia,2001,31.2,14270,5.682,14.1,38.2,1992060,never_treated,NA,0
SI,SVN,Slovenia,2002,28.3,14720,5.922,14.5,38.6,1994530,never_treated,NA,0
SI,SVN,Slovenia,2003,29.6,15180,6.479,14.8,39.0,1995733,never_treated,NA,0
SI,SVN,Slovenia,2004,25.9,15860,6.012,15.0,39.4,1997012,never_treated,NA,0
SI,SVN,Slovenia,2005,25.8,16440,6.506,15.3,39.9,2000474,never_treated,NA,0
SI,SVN,Slovenia,2006,27.1,17350,5.95,15.6,40.2,2006868,never_treated,NA,0
SI,SVN,Slovenia,2007,22.0,18490,4.818,15.9,40.6,2018122,never_treated,NA,0
SI,SVN,Slovenia,2008,20.3,19080,4.371,16.3,41.0,2021316,never_treated,NA,0
SI,SVN,Slovenia,2009,21.9,17460,5.858,16.4,41.2,2039669,never_treated,NA,0
SI,SVN,Slovenia,2010,20.3,17600,7.236,16.5,41.4,2048583,never_treated,NA,0
SK,SVK,Slovakia,1994,,,13.654,10.7,32.1,5346331,never_treated,NA,0
SK,SVK,Slovakia,1995,,6770,13.109,10.8,32.4,5361999,never_treated,NA,0
SK,SVK,Slovakia,1996,14.4,7170,11.341,10.9,32.7,5373361,never_treated,NA,0
SK,SVK,Slovakia,1997,13.8,7550,11.894,11.1,33.0,5383291,never_treated,NA,0
SK,SVK,Slovakia,1998,13.8,7830,12.421,11.2,33.3,5390516,never_treated,NA,0
SK,SVK,Slovakia,1999,14.6,7790,16.099,11.3,33.6,5396020,never_treated,NA,0
SK,SVK,Slovakia,2000,15.2,7840,18.546,11.4,33.9,5388720,never_treated,NA,0
SK,SVK,Slovakia,2001,14.3,8100,19.148,11.4,34.3,5378867,never_treated,NA,0
SK,SVK,Slovakia,2002,14.8,8460,18.541,11.4,34.4,5376912,never_treated,NA,0
SK,SVK,Slovakia,2003,15.1,8870,17.549,11.5,34.7,5373374,never_treated,NA,0
SK,SVK,Slovakia,2004,13.2,9340,18.206,11.6,35.0,5372280,never_treated,NA,0
SK,SVK,Slovakia,2005,13.4,9940,16.276,11.7,35.4,5372807,never_treated,NA,0
SK,SVK,Slovakia,2006,10.6,10820,13.395,11.8,35.7,5373054,never_treated,NA,0
SK,SVK,Slovakia,2007,10.0,11980,11.16,12.0,36.0,5374622,never_treated,NA,0
SK,SVK,Slovakia,2008,11.5,12600,9.514,12.1,36.3,5379233,never_treated,NA,0
SK,SVK,Slovakia,2009,11.6,11880,12.023,12.2,36.6,5386406,never_treated,NA,0
SK,SVK,Slovakia,2010,12.0,12660,14.387,12.4,37.0,5391428,never_treated,NA,0
UK,GBR,United Kingdom,1994,7.8,,9.648,15.8,36.2,57865745,treated,2002,2002
UK,GBR,United Kingdom,1995,7.6,23080,8.694,15.8,36.4,58019030,treated,2002,2002
UK,GBR,United Kingdom,1996,7.3,23600,8.189,15.9,36.6,58166950,treated,2002,2002
UK,GBR,United Kingdom,1997,7.3,24710,7.072,15.9,36.8,58316954,treated,2002,2002
UK,GBR,United Kingdom,1998,7.6,25550,6.198,15.9,37.0,58487141,treated,2002,2002
UK,GBR,United Kingdom,1999,7.8,26300,6.042,15.8,37.2,58682466,treated,2002,2002
UK,GBR,United Kingdom,2000,7.4,27130,5.558,15.8,37.5,58892514,treated,2002,2002
UK,GBR,United Kingdom,2001,7.1,27770,4.696,15.8,37.7,59119673,treated,2002,2002
UK,GBR,United Kingdom,2002,7.0,28250,5.037,15.9,38.0,59370479,treated,2002,2002
UK,GBR,United Kingdom,2003,6.8,29060,4.807,15.9,38.2,59647577,treated,2002,2002
UK,GBR,United Kingdom,2004,7.1,29560,4.594,15.9,38.5,59987905,treated,2002,2002
UK,GBR,United Kingdom,2005,6.8,30210,4.884,15.9,38.6,60401206,treated,2002,2002
UK,GBR,United Kingdom,2006,6.9,30810,5.472,15.9,38.8,60846820,treated,2002,2002
UK,GBR,United Kingdom,2007,6.5,31280,5.399,15.9,38.9,61322463,treated,2002,2002
UK,GBR,United Kingdom,2008,7.0,30940,5.748,15.9,39.1,61806995,treated,2002,2002
UK,GBR,United Kingdom,2009,6.9,29460,7.683,16.1,39.2,62276270,treated,2002,2002
UK,GBR,United Kingdom,2010,6.8,29830,7.973,16.3,39.4,62766365,treated,2002,2002
