geo,country,year,pop_avg
EU28,European Union - 28 countries (2013-2020),1983,466889911
EU28,European Union - 28 countries (2013-2020),1984,467879040
EU28,European Union - 28 countries (2013-2020),1985,468942142
EU28,European Union - 28 countries (2013-2020),1986,470163558
EU28,European Union - 28 countries (2013-2020),1987,471455564
EU28,European Union - 28 countries (2013-2020),1988,472895406
EU28,European Union - 28 countries (2013-2020),1989,474449687
EU28,European Union - 28 countries (2013-2020),1990,476011981
EU28,European Union - 28 countries (2013-2020),1991,477383689
EU28,European Union - 28 countries (2013-2020),1992,478743462
EU28,European Union - 28 countries (2013-2020),1993,480227402
EU28,European Union - 28 countries (2013-2020),1994,481398511
EU28,European Union - 28 countries (2013-2020),1995,482320203
EU28,European Union - 28 countries (2013-2020),1996,483124600
EU28,European Union - 28 countries (2013-2020),1997,483877224
EU28,European Union - 28 countries (2013-2020),1998,486227762
EU28,European Union - 28 countries (2013-2020),1999,487113652
EU28,European Union - 28 countries (2013-2020),2000,487821535
EU28,European Union - 28 countries (2013-2020),2001,488604498
EU28,European Union - 28 countries (2013-2020),2002,489857960
EU28,European Union - 28 countries (2013-2020),2003,491709669
EU28,European Union - 28 countries (2013-2020),2004,493719913
EU28,European Union - 28 countries (2013-2020),2005,495714658
EU28,European Union - 28 countries (2013-2020),2006,497624568
EU28,European Union - 28 countries (2013-2020),2007,499616842
EU28,European Union - 28 countries (2013-2020),2008,501578084
EU28,European Union - 28 countries (2013-2020),2009,503162746
EU28,European Union - 28 countries (2013-2020),2010,504349800
EU28,European Union - 28 countries (2013-2020),2011,504174865
EU28,European Union - 28 countries (2013-2020),2012,505211790
EU28,European Union - 28 countries (2013-2020),2013,506031999
EU28,European Union - 28 countries (2013-2020),2014,507197970
EU28,European Union - 28 countries (2013-2020),2015,508580285
EU28,European Union - 28 countries (2013-2020),2016,509947085
EU28,European Union - 28 countries (2013-2020),2017,511044850
EU28,European Union - 28 countries (2013-2020),2018,512185994
EU28,European Union - 28 countries (2013-2020),2019,513426301
FI,Finland,1960,4429634
FI,Finland,1961,4461005
FI,Finland,1962,4491443
FI,Finland,1963,4523309
FI,Finland,1964,4548543
FI,Finland,1965,4563732
FI,Finland,1966,4580869
FI,Finland,1967,4605744
FI,Finland,1968,4626469
FI,Finland,1969,4623785
FI,Finland,1970,4606307
FI,Finland,1971,4612124
FI,Finland,1972,4639657
FI,Finland,1973,4666081
FI,Finland,1974,4690574
FI,Finland,1975,4711440
FI,Finland,1976,4725664
FI,Finland,1977,4738902
FI,Finland,1978,4752528
FI,Finland,1979,4764690
FI,Finland,1980,4779535
FI,Finland,1981,4799964
FI,Finland,1982,4826933
FI,Finland,1983,4855787
FI,Finland,1984,4881803
FI,Finland,1985,4902206
FI,Finland,1986,4918154
FI,Finland,1987,4932123
FI,Finland,1988,4946481
FI,Finland,1989,4964371
FI,Finland,1990,4986431
FI,Finland,1991,5013740
FI,Finland,1992,5041992
FI,Finland,1993,5066447
FI,Finland,1994,5088333
FI,Finland,1995,5107790
FI,Finland,1996,5124573
FI,Finland,1997,5139835
FI,Finland,1998,5153498
FI,Finland,1999,5165474
FI,Finland,2000,5176209
FI,Finland,2001,5188008
FI,Finland,2002,5200598
FI,Finland,2003,5213014
FI,Finland,2004,5228172
FI,Finland,2005,5246096
FI,Finland,2006,5266268
FI,Finland,2007,5288720
FI,Finland,2008,5313399
FI,Finland,2009,5338871
FI,Finland,2010,5363352
FI,Finland,2011,5388272
FI,Finland,2012,5413971
FI,Finland,2013,5438972
FI,Finland,2014,5461512
FI,Finland,2015,5479531
FI,Finland,2016,5495303
FI,Finland,2017,5508214
FI,Finland,2018,5515525
FI,Finland,2019,5521606
FI,Finland,2020,5529543
FI,Finland,2021,5541017
FI,Finland,2022,5556106
FI,Finland,2023,5583911
FI,Finland,2024,5619911
FR,France,1982,55750888
FR,France,1983,56049335
FR,France,1984,56320913
FR,France,1985,56600031
FR,France,1986,56886383
FR,France,1987,57191948
FR,France,1988,57519072
FR,France,1989,57858794
FR,France,1990,58171419
FR,France,1991,58459145
FR,France,1992,58745390
FR,France,1993,58995125
FR,France,1994,59209730
FR,France,1995,59418718
FR,France,1996,59624342
FR,France,1997,59830635
FR,France,1998,60046709
FR,France,1999,60351778
FR,France,2000,60762169
FR,France,2001,61201676
FR,France,2002,61644062
FR,France,2003,62078165
FR,France,2004,62532556
FR,France,2005,63001253
FR,France,2006,63437350
FR,France,2007,63826129
FR,France,2008,64178710
FR,France,2009,64504541
FR,France,2010,64818789
FR,France,2011,65127852
FR,France,2012,65438667
FR,France,2013,65771309
FR,France,2014,66312067
FR,France,2015,66548272
FR,France,2016,66724104
FR,France,2017,66918020
FR,France,2018,67158348
FR,France,2019,67382061
FR,France,2020,67601110
FR,France,2021,67910136
FR,France,2022,68263853
FR,France,2023,68552653
FR,France,2024,68775952
FX,Metropolitan France,1960,45684227
FX,Metropolitan France,1961,46162828
FX,Metropolitan France,1962,46997703
FX,Metropolitan France,1963,47816218
FX,Metropolitan France,1964,48310415
FX,Metropolitan France,1965,48757796
FX,Metropolitan France,1966,49163665
FX,Metropolitan France,1967,49548305
FX,Metropolitan France,1968,49915404
FX,Metropolitan France,1969,50317977
FX,Metropolitan France,1970,50772227
FX,Metropolitan France,1971,51251094
FX,Metropolitan France,1972,51700913
FX,Metropolitan France,1973,52118299
FX,Metropolitan France,1974,52460363
FX,Metropolitan France,1975,52699169
FX,Metropolitan France,1976,52908672
FX,Metropolitan France,1977,53145286
FX,Metropolitan France,1978,53376320
FX,Metropolitan France,1979,53606230
FX,Metropolitan France,1980,53880009
FX,Metropolitan France,1981,54181815
FX,Metropolitan France,1982,54492492
FX,Metropolitan France,1983,54772419
FX,Metropolitan France,1984,55026079
FX,Metropolitan France,1985,55284271
FX,Metropolitan France,1986,55546509
FX,Metropolitan France,1987,55823961
FX,Metropolitan France,1988,56117976
FX,Metropolitan France,1989,56423405
FX,Metropolitan France,1990,56708831
FX,Metropolitan France,1991,56975597
FX,Metropolitan France,1992,57239847
FX,Metropolitan France,1993,57467085
FX,Metropolitan France,1994,57658772
FX,Metropolitan France,1995,57844247
FX,Metropolitan France,1996,58025989
FX,Metropolitan France,1997,58207490
FX,Metropolitan France,1998,58397788
FX,Metropolitan France,1999,58677406
FX,Metropolitan France,2000,59062385
FX,Metropolitan France,2001,59476236
FX,Metropolitan France,2002,59893870
FX,Metropolitan France,2003,60303631
FX,Metropolitan France,2004,60734343
FX,Metropolitan France,2005,61181499
FX,Metropolitan France,2006,61597486
FX,Metropolitan France,2007,61965052
FX,Metropolitan France,2008,62300288
FX,Metropolitan France,2009,62615472
FX,Metropolitan France,2010,62917790
FX,Metropolitan France,2011,63223158
FX,Metropolitan France,2012,63536918
GE,Georgia,1996,4616450
GE,Georgia,1997,4531650
GE,Georgia,1998,4487350
GE,Georgia,1999,4452500
GE,Georgia,2000,4418300
GE,Georgia,2001,4386450
GE,Georgia,2002,4362050
GE,Georgia,2003,4333900
GE,Georgia,2004,4318350
GE,Georgia,2005,4361396
GE,Georgia,2006,4397997
GE,Georgia,2007,4388386
GE,Georgia,2008,4383750
GE,Georgia,2009,4410910
GE,Georgia,2010,4452821
GE,Georgia,2011,4483434
GE,Georgia,2014,4109999
GE,Georgia,2015,3724950
GE,Georgia,2016,3719300
GE,Georgia,2017,3723917
GE,Georgia,2018,3726549
GE,Georgia,2019,3720161
GE,Georgia,2020,3722716
GE,Georgia,2021,3708610
GE,Georgia,2022,3712502
GE,Georgia,2023,3715483
GE,Georgia,2024,3699557
HR,Croatia,1960,4140181
HR,Croatia,1961,4167292
HR,Croatia,1962,4196712
HR,Croatia,1963,4225675
HR,Croatia,1964,4252876
HR,Croatia,1965,4280923
HR,Croatia,1966,4310701
HR,Croatia,1967,4338683
HR,Croatia,1968,4365628
HR,Croatia,1969,4391490
HR,Croatia,1970,4412252
HR,Croatia,1971,4431275
HR,Croatia,1972,4450564
HR,Croatia,1973,4470161
HR,Croatia,1974,4490660
HR,Croatia,1975,4512082
HR,Croatia,1976,4535934
HR,Croatia,1977,4559571
HR,Croatia,1978,4581085
HR,Croatia,1979,4594778
HR,Croatia,1980,4599782
HR,Croatia,1981,4611509
HR,Croatia,1982,4634234
HR,Croatia,1983,4658254
HR,Croatia,1984,4680285
HR,Croatia,1985,4701417
HR,Croatia,1986,4721446
HR,Croatia,1987,4739745
HR,Croatia,1988,4755207
HR,Croatia,1989,4767260
HR,Croatia,1990,4777368
HR,Croatia,1991,4689022
HR,Croatia,1992,4575818
HR,Croatia,1993,4600463
HR,Croatia,1994,4652024
HR,Croatia,1995,4620030
HR,Croatia,1996,4557097
HR,Croatia,1997,4534920
HR,Croatia,1998,4532136
HR,Croatia,1999,4512598
HR,Croatia,2000,4468302
HR,Croatia,2001,4300450
HR,Croatia,2002,4305439
HR,Croatia,2003,4305555
HR,Croatia,2004,4308293
HR,Croatia,2005,4311674
HR,Croatia,2006,4313009
HR,Croatia,2007,4312749
HR,Croatia,2008,4310882
HR,Croatia,2009,4306322
HR,Croatia,2010,4296352
HR,Croatia,2011,4282921
HR,Croatia,2012,4269062
HR,Croatia,2013,4232718
HR,Croatia,2014,4199274
HR,Croatia,2015,4156015
HR,Croatia,2016,4104942
HR,Croatia,2017,4046555
HR,Croatia,2018,3991509
HR,Croatia,2019,3951094
HR,Croatia,2020,3913269
HR,Croatia,2021,3877666
HR,Croatia,2022,3856600
HR,Croatia,2023,3856431
HR,Croatia,2024,3868159
HU,Hungary,1960,9983512
HU,Hungary,1961,10027958
HU,Hungary,1962,10060825
HU,Hungary,1963,10087947
HU,Hungary,1964,10119835
HU,Hungary,1965,10147935
HU,Hungary,1966,10178653
HU,Hungary,1967,10216604
HU,Hungary,1968,10255815
HU,Hungary,1969,10298723
HU,Hungary,1970,10337910
HU,Hungary,1971,10367537
HU,Hungary,1972,10398489
HU,Hungary,1973,10432055
HU,Hungary,1974,10478720
HU,Hungary,1975,10540525
HU,Hungary,1976,10598677
HU,Hungary,1977,10648031
HU,Hungary,1978,10684822
HU,Hungary,1979,10704152
HU,Hungary,1980,10711122
HU,Hungary,1981,10711848
HU,Hungary,1982,10705535
HU,Hungary,1983,10689463
HU,Hungary,1984,10668095
HU,Hungary,1985,10648713
HU,Hungary,1986,10630564
HU,Hungary,1987,10612741
HU,Hungary,1988,10596487
HU,Hungary,1989,10481719
HU,Hungary,1990,10373988
HU,Hungary,1991,10373400
HU,Hungary,1992,10369341
HU,Hungary,1993,10357523
HU,Hungary,1994,10343355
HU,Hungary,1995,10328965
HU,Hungary,1996,10311238
HU,Hungary,1997,10290486
HU,Hungary,1998,10266570
HU,Hungary,1999,10237530
HU,Hungary,2000,10210971
HU,Hungary,2001,10187576
HU,Hungary,2002,10158608
HU,Hungary,2003,10129552
HU,Hungary,2004,10107146
HU,Hungary,2005,10087065
HU,Hungary,2006,10071370
HU,Hungary,2007,10055780
HU,Hungary,2008,10038188
HU,Hungary,2009,10022650
HU,Hungary,2010,10000023
HU,Hungary,2011,9971727
HU,Hungary,2012,9920362
HU,Hungary,2013,9872734
HU,Hungary,2014,9833038
HU,Hungary,2015,9797755
HU,Hungary,2016,9759755
HU,Hungary,2017,9726756
HU,Hungary,2018,9706964
HU,Hungary,2019,9694824
HU,Hungary,2020,9670419
HU,Hungary,2021,9630932
HU,Hungary,2022,9644437
HU,Hungary,2023,9592186
HU,Hungary,2024,9562065
IE,Ireland,1960,2828600
IE,Ireland,1961,2824400
IE,Ireland,1962,2836050
IE,Ireland,1963,2852650
IE,Ireland,1964,2866550
IE,Ireland,1965,2877300
IE,Ireland,1966,2888800
IE,Ireland,1967,2902450
IE,Ireland,1968,2915550
IE,Ireland,1969,2932650
IE,Ireland,1970,2957250
IE,Ireland,1971,2992050
IE,Ireland,1972,3036850
IE,Ireland,1973,3085950
IE,Ireland,1974,3137500
IE,Ireland,1975,3189550
IE,Ireland,1976,3238050
IE,Ireland,1977,3282200
IE,Ireland,1978,3329100
IE,Ireland,1979,3373750
IE,Ireland,1980,3412800
IE,Ireland,1981,3453000
IE,Ireland,1982,3485800
IE,Ireland,1983,3510600
IE,Ireland,1984,3532423
IE,Ireland,1985,3538082
IE,Ireland,1986,3539690
IE,Ireland,1987,3540057
IE,Ireland,1988,3524949
IE,Ireland,1989,3511009
IE,Ireland,1990,3513974
IE,Ireland,1991,3534235
IE,Ireland,1992,3558430
IE,Ireland,1993,3576261
IE,Ireland,1994,3590386
IE,Ireland,1995,3608841
IE,Ireland,1996,3637510
IE,Ireland,1997,3674171
IE,Ireland,1998,3712696
IE,Ireland,1999,3754786
IE,Ireland,2000,3805174
IE,Ireland,2001,3866243
IE,Ireland,2002,3931947
IE,Ireland,2003,3996521
IE,Ireland,2004,4070262
IE,Ireland,2005,4159914
IE,Ireland,2006,4274137
IE,Ireland,2007,4398942
IE,Ireland,2008,4489544
IE,Ireland,2009,4535375
IE,Ireland,2010,4560155
IE,Ireland,2011,4580084
IE,Ireland,2012,4599533
IE,Ireland,2013,4623816
IE,Ireland,2014,4657740
IE,Ireland,2015,4701957
IE,Ireland,2016,4762722
IE,Ireland,2017,4827445
IE,Ireland,2018,4898022
IE,Ireland,2019,4976456
IE,Ireland,2020,5039747
IE,Ireland,2021,5110585
IE,Ireland,2022,5212836
IE,Ireland,2023,5311538
IE,Ireland,2024,5395980
IS,Iceland,1960,175574
IS,Iceland,1961,179029
IS,Iceland,1962,182378
IS,Iceland,1963,185653
IS,Iceland,1964,188983
IS,Iceland,1965,192286
IS,Iceland,1966,195570
IS,Iceland,1967,198751
IS,Iceland,1968,201488
IS,Iceland,1969,203369
IS,Iceland,1970,204438
IS,Iceland,1971,206098
IS,Iceland,1972,209137
IS,Iceland,1973,212317
IS,Iceland,1974,215209
IS,Iceland,1975,217979
IS,Iceland,1976,220154
IS,Iceland,1977,221799
IS,Iceland,1978,223537
IS,Iceland,1979,225735
IS,Iceland,1980,228138
IS,Iceland,1981,230755
IS,Iceland,1982,233860
IS,Iceland,1983,236977
IS,Iceland,1984,239511
IS,Iceland,1985,241405
IS,Iceland,1986,243180
IS,Iceland,1987,245859
IS,Iceland,1988,249740
IS,Iceland,1989,252852
IS,Iceland,1990,254826
IS,Iceland,1991,257797
IS,Iceland,1992,261057
IS,Iceland,1993,263725
IS,Iceland,1994,266021
IS,Iceland,1995,267468
IS,Iceland,1996,268916
IS,Iceland,1997,271128
IS,Iceland,1998,274047
IS,Iceland,1999,277381
IS,Iceland,2000,281205
IS,Iceland,2001,284968
IS,Iceland,2002,287523
IS,Iceland,2003,289521
IS,Iceland,2004,292074
IS,Iceland,2005,296734
IS,Iceland,2006,303782
IS,Iceland,2007,311566
IS,Iceland,2008,317414
IS,Iceland,2009,318499
IS,Iceland,2010,318041
IS,Iceland,2011,319014
IS,Iceland,2012,320716
IS,Iceland,2013,323764
IS,Iceland,2014,327386
IS,Iceland,2015,330815
IS,Iceland,2016,335439
IS,Iceland,2017,343400
IS,Iceland,2018,352721
IS,Iceland,2019,360563
IS,Iceland,2020,366463
IS,Iceland,2021,372520
IS,Iceland,2022,382003
IS,Iceland,2023,385663
IS,Iceland,2024,386506
IT,Italy,1960,50199700
IT,Italy,1961,50536350
IT,Italy,1962,50879450
IT,Italy,1963,51252000
IT,Italy,1964,51675350
IT,Italy,1965,52112350
IT,Italy,1966,52519000
IT,Italy,1967,52900500
IT,Italy,1968,53235750
IT,Italy,1969,53537950
IT,Italy,1970,53821850
IT,Italy,1971,54073490
IT,Italy,1972,54381345
IT,Italy,1973,54751406
IT,Italy,1974,55110868
IT,Italy,1975,55441001
IT,Italy,1976,55718260
IT,Italy,1977,55955411
IT,Italy,1978,56155143
IT,Italy,1979,56317749
IT,Italy,1980,56433883
IT,Italy,1981,56501675
IT,Italy,1982,56543548
IT,Italy,1983,56564074
IT,Italy,1984,56576718
IT,Italy,1985,56593071
IT,Italy,1986,56596155
IT,Italy,1987,56601931
IT,Italy,1988,56629288
IT,Italy,1989,56671781
IT,Italy,1990,56719240
IT,Italy,1991,56758521
IT,Italy,1992,56797087
IT,Italy,1993,56831821
IT,Italy,1994,56843400
IT,Italy,1995,56844303
IT,Italy,1996,56860281
IT,Italy,1997,56890372
IT,Italy,1998,56906744
IT,Italy,1999,56916317
IT,Italy,2000,56942108
IT,Italy,2001,56976981
IT,Italy,2002,57089824
IT,Italy,2003,57399184
IT,Italy,2004,57828179
IT,Italy,2005,58166682
IT,Italy,2006,58399861
IT,Italy,2007,58756247
IT,Italy,2008,59211181
IT,Italy,2009,59555454
IT,Italy,2010,59819407
IT,Italy,2011,60026841
IT,Italy,2012,60191247
IT,Italy,2013,60311613
IT,Italy,2014,60320707
IT,Italy,2015,60229605
IT,Italy,2016,60115223
IT,Italy,2017,60002252
IT,Italy,2018,59877221
IT,Italy,2019,59729081
IT,Italy,2020,59438851
IT,Italy,2021,59133173
IT,Italy,2022,59013667
IT,Italy,2023,58984216
IT,Italy,2024,58957347
LI,Liechtenstein,1960,16451
LI,Liechtenstein,1961,16877
LI,Liechtenstein,1962,17443
LI,Liechtenstein,1963,18093
LI,Liechtenstein,1964,18755
LI,Liechtenstein,1965,19195
LI,Liechtenstein,1966,19610
LI,Liechtenstein,1967,20175
LI,Liechtenstein,1968,20835
LI,Liechtenstein,1969,21084
LI,Liechtenstein,1970,21140
LI,Liechtenstein,1971,21600
LI,Liechtenstein,1972,22132
LI,Liechtenstein,1973,22785
LI,Liechtenstein,1974,23451
LI,Liechtenstein,1975,23846
LI,Liechtenstein,1976,24058
LI,Liechtenstein,1977,24442
LI,Liechtenstein,1978,25028
LI,Liechtenstein,1979,25575
LI,Liechtenstein,1980,25512
LI,Liechtenstein,1981,25673
LI,Liechtenstein,1982,26255
LI,Liechtenstein,1983,26446
LI,Liechtenstein,1984,26596
LI,Liechtenstein,1985,26878
LI,Liechtenstein,1986,27238
LI,Liechtenstein,1987,27557
LI,Liechtenstein,1988,27948
LI,Liechtenstein,1989,28317
LI,Liechtenstein,1990,28742
LI,Liechtenstein,1991,29209
LI,Liechtenstein,1992,29627
LI,Liechtenstein,1993,30089
LI,Liechtenstein,1994,30470
LI,Liechtenstein,1995,30776
LI,Liechtenstein,1996,31033
LI,Liechtenstein,1997,31232
LI,Liechtenstein,1998,31668
LI,Liechtenstein,1999,32221
LI,Liechtenstein,2000,32645
LI,Liechtenstein,2001,33194
LI,Liechtenstein,2002,33694
LI,Liechtenstein,2003,34079
LI,Liechtenstein,2004,34447
LI,Liechtenstein,2005,34753
LI,Liechtenstein,2006,35037
LI,Liechtenstein,2007,35262
LI,Liechtenstein,2008,35473
LI,Liechtenstein,2009,35742
LI,Liechtenstein,2010,36022
LI,Liechtenstein,2011,36312
LI,Liechtenstein,2012,36657
LI,Liechtenstein,2013,36984
LI,Liechtenstein,2014,37248
LI,Liechtenstein,2015,37494
LI,Liechtenstein,2016,37716
LI,Liechtenstein,2017,37962
LI,Liechtenstein,2018,38246
LI,Liechtenstein,2019,38563
LI,Liechtenstein,2020,38901
LI,Liechtenstein,2021,39182
LI,Liechtenstein,2022,39493
LI,Liechtenstein,2023,39846
LI,Liechtenstein,2024,40451
LT,Lithuania,1960,2778550
LT,Lithuania,1961,2823550
LT,Lithuania,1962,2863350
LT,Lithuania,1963,2898950
LT,Lithuania,1964,2935200
LT,Lithuania,1965,2971450
LT,Lithuania,1966,3008050
LT,Lithuania,1967,3044400
LT,Lithuania,1968,3078850
LT,Lithuania,1969,3107321
LT,Lithuania,1970,3139689
LT,Lithuania,1971,3179041
LT,Lithuania,1972,3213622
LT,Lithuania,1973,3244438
LT,Lithuania,1974,3273894
LT,Lithuania,1975,3301652
LT,Lithuania,1976,3328664
LT,Lithuania,1977,3355036
LT,Lithuania,1978,3379514
LT,Lithuania,1979,3397842
LT,Lithuania,1980,3413202
LT,Lithuania,1981,3432947
LT,Lithuania,1982,3457179
LT,Lithuania,1983,3485192
LT,Lithuania,1984,3514205
LT,Lithuania,1985,3544543
LT,Lithuania,1986,3578914
LT,Lithuania,1987,3616367
LT,Lithuania,1988,3655049
LT,Lithuania,1989,3684255
LT,Lithuania,1990,3697838
LT,Lithuania,1991,3704134
LT,Lithuania,1992,3700114
LT,Lithuania,1993,3682613
LT,Lithuania,1994,3657144
LT,Lithuania,1995,3629102
LT,Lithuania,1996,3601613
LT,Lithuania,1997,3575137
LT,Lithuania,1998,3549331
LT,Lithuania,1999,3524238
LT,Lithuania,2000,3499536
LT,Lithuania,2001,3470818
LT,Lithuania,2002,3443067
LT,Lithuania,2003,3415213
LT,Lithuania,2004,3377075
LT,Lithuania,2005,3322528
LT,Lithuania,2006,3269909
LT,Lithuania,2007,3231294
LT,Lithuania,2008,3198231
LT,Lithuania,2009,3162916
LT,Lithuania,2010,3097282
LT,Lithuania,2011,3028115
LT,Lithuania,2012,2989139
LT,Lithuania,2013,2961250
LT,Lithuania,2014,2937253
LT,Lithuania,2015,2911109
LT,Lithuania,2016,2877325
LT,Lithuania,2017,2842639
LT,Lithuania,2018,2819200
LT,Lithuania,2019,2811089
LT,Lithuania,2020,2810369
LT,Lithuania,2021,2808380
LT,Lithuania,2022,2831639
LT,Lithuania,2023,2871585
LT,Lithuania,2024,2888278
LU,Luxembourg,1960,313970
LU,Luxembourg,1961,316845
LU,Luxembourg,1962,320750
LU,Luxembourg,1963,324100
LU,Luxembourg,1964,327750
LU,Luxembourg,1965,331500
LU,Luxembourg,1966,333895
LU,Luxembourg,1967,334995
LU,Luxembourg,1968,335850
LU,Luxembourg,1969,337504
LU,Luxembourg,1970,339174
LU,Luxembourg,1971,342421
LU,Luxembourg,1972,346600
LU,Luxembourg,1973,350450
LU,Luxembourg,1974,355050
LU,Luxembourg,1975,358950
LU,Luxembourg,1976,360731
LU,Luxembourg,1977,361358
LU,Luxembourg,1978,362007
LU,Luxembourg,1979,362856
LU,Luxembourg,1980,364150
LU,Luxembourg,1981,365225
LU,Luxembourg,1982,365525
LU,Luxembourg,1983,365622
LU,Luxembourg,1984,365998
LU,Luxembourg,1985,366706
LU,Luxembourg,1986,368355
LU,Luxembourg,1987,370750
LU,Luxembourg,1988,373450
LU,Luxembourg,1989,377100
LU,Luxembourg,1990,381850
LU,Luxembourg,1991,387000
LU,Luxembourg,1992,392175
LU,Luxembourg,1993,397475
LU,Luxembourg,1994,402925
LU,Luxembourg,1995,408625
LU,Luxembourg,1996,414225
LU,Luxembourg,1997,419450
LU,Luxembourg,1998,424700
LU,Luxembourg,1999,430475
LU,Luxembourg,2000,436300
LU,Luxembourg,2001,441525
LU,Luxembourg,2002,446175
LU,Luxembourg,2003,451630
LU,Luxembourg,2004,458095
LU,Luxembourg,2005,465158
LU,Luxembourg,2006,472637
LU,Luxembourg,2007,479993
LU,Luxembourg,2008,488650
LU,Luxembourg,2009,497783
LU,Luxembourg,2010,506953
LU,Luxembourg,2011,518347
LU,Luxembourg,2012,530946
LU,Luxembourg,2013,543360
LU,Luxembourg,2014,556319
LU,Luxembourg,2015,569604
LU,Luxembourg,2016,582014
LU,Luxembourg,2017,596336
LU,Luxembourg,2018,607950
LU,Luxembourg,2019,620001
LU,Luxembourg,2020,630419
LU,Luxembourg,2021,640064
LU,Luxembourg,2022,653103
LU,Luxembourg,2023,666430
LU,Luxembourg,2024,677012
LV,Latvia,1960,2120979
LV,Latvia,1961,2152681
LV,Latvia,1962,2181586
LV,Latvia,1963,2210919
LV,Latvia,1964,2240623
LV,Latvia,1965,2265919
LV,Latvia,1966,2283217
LV,Latvia,1967,2301220
LV,Latvia,1968,2323619
LV,Latvia,1969,2343173
LV,Latvia,1970,2359164
LV,Latvia,1971,2376389
LV,Latvia,1972,2395674
LV,Latvia,1973,2415819
LV,Latvia,1974,2437186
LV,Latvia,1975,2456130
LV,Latvia,1976,2470989
LV,Latvia,1977,2485073
LV,Latvia,1978,2497921
LV,Latvia,1979,2505953
LV,Latvia,1980,2511701
LV,Latvia,1981,2519421
LV,Latvia,1982,2531080
LV,Latvia,1983,2546011
LV,Latvia,1984,2562047
LV,Latvia,1985,2578873
LV,Latvia,1986,2599892
LV,Latvia,1987,2626583
LV,Latvia,1988,2653434
LV,Latvia,1989,2666955
LV,Latvia,1990,2663151
LV,Latvia,1991,2650581
LV,Latvia,1992,2614338
LV,Latvia,1993,2563290
LV,Latvia,1994,2520742
LV,Latvia,1995,2485056
LV,Latvia,1996,2457222
LV,Latvia,1997,2432851
LV,Latvia,1998,2410019
LV,Latvia,1999,2390482
LV,Latvia,2000,2367550
LV,Latvia,2001,2337170
LV,Latvia,2002,2310173
LV,Latvia,2003,2287955
LV,Latvia,2004,2263122
LV,Latvia,2005,2238799
LV,Latvia,2006,2218357
LV,Latvia,2007,2200325
LV,Latvia,2008,2177322
LV,Latvia,2009,2141669
LV,Latvia,2010,2097555
LV,Latvia,2011,2059709
LV,Latvia,2012,2034319
LV,Latvia,2013,2012647
LV,Latvia,2014,1993782
LV,Latvia,2015,1977527
LV,Latvia,2016,1959537
LV,Latvia,2017,1942248
LV,Latvia,2018,1927174
LV,Latvia,2019,1913822
LV,Latvia,2020,1900449
LV,Latvia,2021,1884490
LV,Latvia,2022,1883930
LV,Latvia,2023,1886907
LV,Latvia,2024,1869570
MC,Monaco,2004,32957
MC,Monaco,2015,37950
MC,Monaco,2016,37875
MC,Monaco,2018,38300
MC,Monaco,2024,38395
MD,Moldova,1996,3994885
MD,Moldova,1997,3656730
MD,Moldova,1998,3652745
MD,Moldova,1999,3647000
MD,Moldova,2000,3639591
MD,Moldova,2001,3631462
MD,Moldova,2002,3623062
MD,Moldova,2003,3612874
MD,Moldova,2004,3603936
MD,Moldova,2005,3595186
MD,Moldova,2006,3585523
MD,Moldova,2007,3576907
MD,Moldova,2008,3570108
MD,Moldova,2009,3565604
MD,Moldova,2010,3562063
MD,Moldova,2011,3559986
MD,Moldova,2012,3559519
MD,Moldova,2013,3558566
MD,Moldova,2014,3556397
MD,Moldova,2015,3200743
MD,Moldova,2016,2835978
MD,Moldova,2017,2803186
MD,Moldova,2018,2755189
MD,Moldova,2019,2707203
MD,Moldova,2020,2664224
MD,Moldova,2021,2604353
MD,Moldova,2022,2538894
MD,Moldova,2023,2468023
MD,Moldova,2024,2402306
ME,Montenegro,1995,618166
ME,Montenegro,1996,604464
ME,Montenegro,1997,606759
ME,Montenegro,1998,609054
ME,Montenegro,1999,606677
ME,Montenegro,2000,604570
ME,Montenegro,2001,607224
ME,Montenegro,2002,609485
ME,Montenegro,2003,611362
ME,Montenegro,2004,612817
ME,Montenegro,2005,613265
ME,Montenegro,2006,613867
ME,Montenegro,2007,615084
ME,Montenegro,2008,616350
ME,Montenegro,2009,618079
ME,Montenegro,2010,619426
ME,Montenegro,2011,620079
ME,Montenegro,2012,620601
ME,Montenegro,2013,621207
ME,Montenegro,2014,621810
ME,Montenegro,2015,622159
ME,Montenegro,2016,622303
ME,Montenegro,2017,622373
ME,Montenegro,2018,622271
ME,Montenegro,2019,622028
ME,Montenegro,2020,621306
ME,Montenegro,2021,619211
ME,Montenegro,2022,617189
ME,Montenegro,2023,620188
ME,Montenegro,2024,623504
MK,North Macedonia,1960,1391927
MK,North Macedonia,1961,1408302
MK,North Macedonia,1962,1427771
MK,North Macedonia,1963,1449932
MK,North Macedonia,1964,1473996
MK,North Macedonia,1965,1499729
MK,North Macedonia,1966,1525841
MK,North Macedonia,1967,1550453
MK,North Macedonia,1968,1575714
MK,North Macedonia,1969,1602993
MK,North Macedonia,1970,1629061
MK,North Macedonia,1971,1654076
MK,North Macedonia,1972,1679456
MK,North Macedonia,1973,1704602
MK,North Macedonia,1974,1729935
MK,North Macedonia,1975,1756335
MK,North Macedonia,1976,1783518
MK,North Macedonia,1977,1810148
MK,North Macedonia,1978,1836270
MK,North Macedonia,1979,1863728
