country,iso3,year,suicide_asdr_who,group
Switzerland,CHE,1969,16.246918,control
Switzerland,CHE,1970,17.277334,control
Switzerland,CHE,1971,17.305374,control
Switzerland,CHE,1972,18.161053,control
Switzerland,CHE,1973,17.288673,control
Switzerland,CHE,1974,18.81595,control
Switzerland,CHE,1975,20.896782,control
Switzerland,CHE,1976,20.313461,control
Switzerland,CHE,1977,21.83301,control
Switzerland,CHE,1978,21.835306,control
Switzerland,CHE,1979,22.36834,control
Switzerland,CHE,1980,22.789785,control
Switzerland,CHE,1981,21.00935,control
Switzerland,CHE,1982,21.805014,control
Switzerland,CHE,1983,22.068754,control
Switzerland,CHE,1984,21.640902,control
Switzerland,CHE,1985,21.661238,control
Switzerland,CHE,1986,19.581774,control
Switzerland,CHE,1987,20.180122,control
Switzerland,CHE,1988,18.857946,control
Switzerland,CHE,1989,19.18289,control
Switzerland,CHE,1990,18.163984,control
Switzerland,CHE,1991,18.7156,control
Switzerland,CHE,1992,17.29281,control
Switzerland,CHE,1993,16.97251,control
Switzerland,CHE,1994,17.736435,control
Switzerland,CHE,1995,16.601265,control
Switzerland,CHE,1996,16.74674,control
Switzerland,CHE,1997,15.490797,control
Switzerland,CHE,1998,15.631221,control
Switzerland,CHE,1999,14.635565,control
Switzerland,CHE,2000,15.438591,control
Switzerland,CHE,2001,14.598294,control
Switzerland,CHE,2002,15.4550495,control
Switzerland,CHE,2003,13.219852,control
Switzerland,CHE,2004,13.111867,control
Switzerland,CHE,2005,13.239814,control
Switzerland,CHE,2006,13.106306,control
Switzerland,CHE,2007,13.308706,control
Switzerland,CHE,2008,12.581096,control
Switzerland,CHE,2009,11.151591,control
Switzerland,CHE,2010,9.840734,control
Switzerland,CHE,2011,9.984864,control
Switzerland,CHE,2012,9.839201,control
Switzerland,CHE,2013,9.896642,control
Switzerland,CHE,2014,9.209283,control
Switzerland,CHE,2015,9.781524,control
Switzerland,CHE,2016,9.039423,control
Switzerland,CHE,2017,9.260629,control
Switzerland,CHE,2018,8.918019,control
Switzerland,CHE,2019,8.733012,control
Switzerland,CHE,2020,8.520639,control
Switzerland,CHE,2021,8.572086,control
Switzerland,CHE,2022,7.9037004,control
Switzerland,CHE,2023,8.379478,control
United Kingdom,GBR,1950,8.116419,treated
United Kingdom,GBR,1951,8.081386,treated
United Kingdom,GBR,1952,7.7890286,treated
United Kingdom,GBR,1953,8.469019,treated
United Kingdom,GBR,1954,8.928726,treated
United Kingdom,GBR,1955,8.922243,treated
United Kingdom,GBR,1956,9.326525,treated
United Kingdom,GBR,1957,9.353084,treated
United Kingdom,GBR,1958,9.39134,treated
United Kingdom,GBR,1959,9.215195,treated
United Kingdom,GBR,1960,9.088523,treated
United Kingdom,GBR,1961,9.139429,treated
United Kingdom,GBR,1962,9.84324,treated
United Kingdom,GBR,1963,10.0901165,treated
United Kingdom,GBR,1964,9.696188,treated
United Kingdom,GBR,1965,9.024946,treated
United Kingdom,GBR,1966,8.776802,treated
United Kingdom,GBR,1967,8.305869,treated
United Kingdom,GBR,1968,8.011332,treated
United Kingdom,GBR,1969,7.5321736,treated
United Kingdom,GBR,1970,6.9531326,treated
United Kingdom,GBR,1971,6.950486,treated
United Kingdom,GBR,1972,6.809534,treated
United Kingdom,GBR,1973,6.9512334,treated
United Kingdom,GBR,1974,7.0541,treated
United Kingdom,GBR,1975,6.728405,treated
United Kingdom,GBR,1976,6.9395914,treated
United Kingdom,GBR,1977,7.15653,treated
United Kingdom,GBR,1978,7.2688723,treated
United Kingdom,GBR,1979,7.6470547,treated
United Kingdom,GBR,1980,7.817476,treated
United Kingdom,GBR,1981,7.9111395,treated
United Kingdom,GBR,1982,7.7872324,treated
United Kingdom,GBR,1983,7.70861,treated
United Kingdom,GBR,1984,7.7303395,treated
United Kingdom,GBR,1985,7.9347773,treated
United Kingdom,GBR,1986,7.471793,treated
United Kingdom,GBR,1987,7.161624,treated
United Kingdom,GBR,1988,7.735447,treated
United Kingdom,GBR,1989,6.798954,treated
United Kingdom,GBR,1990,7.277498,treated
United Kingdom,GBR,1991,7.1540895,treated
United Kingdom,GBR,1992,7.2516108,treated
United Kingdom,GBR,1993,6.9694023,treated
United Kingdom,GBR,1994,6.8245606,treated
United Kingdom,GBR,1995,6.710214,treated
United Kingdom,GBR,1996,6.430166,treated
United Kingdom,GBR,1997,6.425081,treated
United Kingdom,GBR,1998,6.826987,treated
United Kingdom,GBR,1999,6.8177676,treated
United Kingdom,GBR,2000,6.589573,treated
United Kingdom,GBR,2001,6.3520207,treated
United Kingdom,GBR,2002,6.3707867,treated
United Kingdom,GBR,2003,6.055769,treated
United Kingdom,GBR,2004,6.271398,treated
United Kingdom,GBR,2005,6.014659,treated
United Kingdom,GBR,2006,6.089381,treated
United Kingdom,GBR,2007,5.729519,treated
United Kingdom,GBR,2008,6.249452,treated
United Kingdom,GBR,2009,6.1712155,treated
United Kingdom,GBR,2010,5.998675,treated
United Kingdom,GBR,2011,6.290413,treated
United Kingdom,GBR,2012,6.270688,treated
United Kingdom,GBR,2013,6.647798,treated
United Kingdom,GBR,2014,6.591643,treated
United Kingdom,GBR,2015,6.6997676,treated
United Kingdom,GBR,2016,6.595401,treated
United Kingdom,GBR,2017,6.386915,treated
United Kingdom,GBR,2018,7.303023,treated
United Kingdom,GBR,2019,7.843808,treated
United Kingdom,GBR,2020,7.5582347,treated
United Kingdom,GBR,2021,7.965457,treated
